alloc,,clusters,,tasksAlloc,,file
61,,[[r2, r3, r1]],,{r2=[at2Rock_14, at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_20, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation61.xml
62,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Rock_2, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_34, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2_36, at2_38, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation62.xml
63,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_38, at2_18, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation63.xml
64,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_34, at2_18, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_36, at2_38, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation64.xml
65,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_36, at2_18, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_38, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation65.xml
66,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Rock_2, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_18, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2_34, at2_36, at2_38, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation66.xml
67,,[[r2, r3, r1]],,{r2=[at2Rock_14, at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_18, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_2, at2_34, at2_36, at2_38, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation67.xml
68,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_34, at2_38, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_36, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation68.xml
69,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_36, at2_38, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation69.xml
70,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_38, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation70.xml
71,,[[r2, r3, r1]],,{r2=[at2Rock_14, at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_38, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_2, at2_34, at2_36, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation71.xml
72,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Rock_2, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_38, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2_34, at2_36, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation72.xml
73,,[[r2, r3, r1]],,{r2=[at2Rock_14, at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_36, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_2, at2_34, at2_38, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation73.xml
74,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_34, at2_36, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_38, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation74.xml
75,,[[r2, r3, r1]],,{r2=[at2Rock_12, at2Rock_2, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_36, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2_34, at2_38, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_26, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation75.xml
76,,[[r2, r3, r1]],,{r2=[at2Rock_14, at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_36, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_2, at2_34, at2_38, at2_18, at2_20, at2_22, at2_24, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation76.xml
77,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_24, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_20, at2_22, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation77.xml
78,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_34, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_36, at2_38, at2_18, at2_20, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation78.xml
79,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_22, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_20, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation79.xml
80,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_20, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation80.xml
81,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_20, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation81.xml
82,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_18, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_38, at2_20, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation82.xml
83,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_36, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_38, at2_18, at2_20, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation83.xml
84,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_38, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_18, at2_20, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation84.xml
85,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Rock_2, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2_34, at2_36, at2_38, at2_18, at2_20, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation85.xml
86,,[[r2, r3, r1]],,{r2=[at2Rock_14, at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_10, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_20, at2_22, at2_24, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation86.xml
87,,[[r2, r3, r1]],,{r2=[at2Rock_14, at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_24, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_20, at2_22, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation87.xml
88,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_22, at2_24, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_20, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation88.xml
89,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_34, at2_24, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_36, at2_38, at2_18, at2_20, at2_22, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation89.xml
90,,[[r2, r3, r1]],,{r2=[at2Rock_26, at2Reef_6, at2Reef_4, at2Reef_8, at2Reef_28, at2Reef_30, at2_20, at2_24, at1Rock_11, at1Reef_29, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r3=[at2Rock_14, at2Rock_2, at2_34, at2_36, at2_38, at2_18, at2_22, at2_10, at1Rock_1, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19], r1=[at2Rock_12, at2Reef_16, at2_32, at1Rock_13, at1Rock_25, at1Reef_27, at1Reef_3, at1Reef_15, at1Reef_7, at1Reef_5, at1_21, at1_23, at1_9, at1_31, at1_33, at1_35, at1_37, at1_17, at1_19]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/AllRobotsDeployed/BoAlpha/Robots/BA-r3-19/results/Alloy//Allocation90.xml
